name,booth_number,address,website,linkedin,description,product_categories,link,summary
LifeSmart,"Venetian Expo, Halls A-D - 52744","22nd Floor, Yuesheng International Center, 518 Pinglan Road, Xiaoshan District Zhejiang Hangzhou, 310000, China",https://iot.ilifesmart.com/,https://www.linkedin.com/company/lifesmart/,"Found in 2013, LifeSmart has become the global market's top smart home solution provider, helping more than 4 million users in over 100 countries to achieve smart homes and smart living spaces and live intelligently.","IoT/Sensors, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001QEMGqQAP,
Linxura,"Venetian Expo, Halls A-D - 52365","801 Warrenville Road Suite 105 Lisle, IL 60532, United States",https://www.linxura.com/,Not Available,"Linxura provides portable smart home control solutions. Our Linxura Smart Controller is $99.99 and controls up to 52 devices. It lasts up to 3 months on a single charge. A click wheel allows for adjustments such as brightness, volume, temperature, etc. Works with Alexa, Google Home, IFTTT with others via firmware updates.","Smart Home and Appliances, Startups",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003pQSkgQAG,
"Linyo Roboties (Shenzhen) Co.,Ltd.","LVCC, South Hall 3 - 41026","1203, Zhongliang B1dg, LongJing2ndRd., Bao'an Zhongliang B1dg, LongJing2ndRd., Bao'an Dis Shenzhen, - 518100, China",http://linyo.net/,https://www.linkedin.com/company/linyo-robotics,"Linyo Robotics is a tech startup in automotive cleaning. Our new household car wash machine integrates foam spray, scrubbing, flushing, drying, and wastewater recovery. It cleans with one push, using just 2 liters of water per car (traditional methods use 30-160 liters). Real-time wastewater recovery ensures no environmental harm.","Lifestyle, Robotics, Smart Home and Appliances, Startups, Sustainability",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000m7BuLIAU,
LiquidView,"Venetian Expo, Halls A-D - 53566","217 Spindle Court 4156095558 San Rafael, CA 94903, United States",https://www.theliquidview.com/,https://www.linkedin.com/company/liquidview/,"LiquidView transforms indoor spaces with stunning digital windows that bring the outside in. Our cinematic-quality views, paired with stereo sound, create a truly immersive experience. The 24 hr views automatically sync to the location’s sunrise and sunset, aligning with natural circadian rhythms.","Content and EntertaInment, Digital Health, Smart Home and Appliances, Startups",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000gcS7zIAE,
Littleone,"Venetian Expo, Halls A-D - 50017","8 Seongnamdaero 331 beon-gil Bundang Seongnam, 13558, South Korea",https://www.littleone.io/,https://www.linkedin.com/company/littleone,"Littleone is a South Korea-based company committed to revolutionizing infant care. We develop smart, user-friendly products like the Smart Bottle Pro, designed to support parents in providing optimal nutrition and care. Our focus is on safety, reliability, and innovation for a healthier future.","Digital Health, Fitness, IoT/Sensors, Lifestyle, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00001garCAQAY,
"LivingCare Co., Ltd.","Venetian Expo, Halls A-D - 53453","7, Technonam-ro 3-gil, Yuga-eup, Dalseong-gun Daegu, 43020, South Korea",http://livingcare.co/en/,Not Available,"Livingcare leads in water purification, delivering advanced solutions for clean, safe water globally. Using thermoelectric semiconductor technology, our innovative systems provide precise cooling for optimal water. Designed for top quality and efficiency, we are a trusted partner for homes and businesses, improving water quality worldwide",Smart Home and Appliances,/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001eXgq7QAC,
"Lockin Technology (Beijing) Co., Ltd.","Venetian Expo, Halls A-D - 52608","Room 1101, 11th Floor, Building 1, No. 81 Beiqing Road, Haidian District, Beijing, P.R.China Beijing, 100094, China",https://en.lockin.com/,https://www.linkedin.com/company/lockin-tech/,"Lockin is an innovative global smart lock company headquartered in Beijing, China. Since 2014, we secured a foothold in cutting-edge smart locks technology and deep manufacturing expertise, and aim to improve consumer lives through smart home experiences. Feel secure about your home, even when you're not there.","Accessories, Artificial Intelligence, Lifestyle, Smart Cities, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003ZeTK1QAN,
Lockly,Venetian Tower - Suite 29-321,"2024 Macopin Rd 5102889928 West Milford, NJ, NJ 07480, United States",https://lockly.com/,https://www.linkedin.com/company/lockly,"Lockly is an international smart locking and access technology company that provides commercial, property management and consumer smart home solutions. Lockly offers a complete ecosystem with vertically integrated hardware & software solutions that enable property owners, managers & occupants to control, manage and monitor their premises.","IoT/Sensors, Lifestyle, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001W664nQAB,
Lon:H Ltd,"LVCC, South Hall 2 - 35212","71 Shelton Street London, WC2H 9JQ, United Kingdom",https://lon.ltd/,https://www.linkedin.com/company/lon-ltd,Lon:HUB Next Level Charging And Connectivity. Your Docking Station | Your Charger Hub | Your Power Strip | Your Cable Organizer - All in one,"Accessories, Home Entertainment and Office Hardware, Smart Home and Appliances, Sourcing and Manufacturing, Startups",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000jhUiYIAU,
Longcheer Technology (U.S.) Limited,"Wynn, Hospitality Suites - Wynn Encore Hospitality Suites","1620 Oakland Rd. STE: D207 San Jose, CA 95131, United States",https://www.longcheer.com/,https://www.linkedin.com/company/13189247/admin/dashboard/,Not Available,"Accessories, AR/VR/XR, Audio, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001VMjKTQA1,
Lotus,"Venetian Expo, Hall G - 62033","1145 Malibu Drive San Jose, CA 95129, United States",https://www.getlotus.com/,https://www.linkedin.com/company/labslotus/,"Meet Lotus - a wearable ring that controls objects at home by pointing. No rewiring, apps, or internet required. At Lotus, we build technology that is usable by everybody, by optimizing for disability first.","Accessibility, IoT/Sensors, Lifestyle, Smart Home and Appliances, Startups",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000002tZFMIA2,
Lumi Legend Corp.,"LVCC, South Hall 1 - 31121","22/F., Building 1, Lisi Plaza,Huifeng East Rd Ningbo, 315100, China",https://www.lumi.cn/,https://www.linkedin.com/company/lumi-legend-corporation/,"Located in the port city of Ningbo, LUMI provides mounting solution products for the office, home, and pro-audio-visual market. LUMI has over 20 years of OEM/ODM project experience to bring products to life. Our product development team continues to innovate coupled with quality components and advanced materials.","Accessories, Education Tech, Gaming and Esports, Lifestyle, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001KYVCbAAP,
"Lumieye Technology Co., ltd.","LVCC, South Hall 3 - 41045","13F., No. 868-3, Zhongzheng Rd., Zhonghe Dist. New Taipei City, New 23586, Taiwan",https://www.lumieye.net/,Not Available,"Lumieye is devoted to developing one stop service of Optical Mechanism Circuit Control Design and Manufacturing.The 20 year experience of optical mechanism design and core technologies such as innovation and intelligent control, It is one of the best providers of intelligent optical solutions and customized mechanism manufacturer.","Accessibility, Artificial Intelligence, Gaming and Esports, Home Entertainment and Office Hardware, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000hx5pPIAQ,
LUMIQ Inc,"Venetian Expo, Hall G - 60462","78 Folly Road Ste B9 #1397 Charleston, SC 29407, United States",https://lightmaps.io/,https://www.linkedin.com/company/lumiq-inc/,LUMIQ hybrid displays eliminate the need for apps and screens by integrating lifestyle data into your everyday environment using colorful illumination.,"Home Entertainment and Office Hardware, IoT/Sensors, Smart Home and Appliances, Startups",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V000046BMyDQAW,
"Lutron Electronics Co., Inc.","Venetian, Lvl 3 - Murano 3301B","7200 Suter Road Coopersburg, PA 18036, United States",https://www.lutron.com/,https://www.linkedin.com/company/lutron-electronics/,"Founded in 1961. From dimmers for the home, to lighting management systems for entire buildings, the company offers more than 15,000 energy-saving products, sold in more than 100 countries. In the US alone, Lutron products save an estimated 10 billion kWh of electricity, or approximately $1 billion in utility costs per year.","Energy/Power, Home Entertainment and Office Hardware, Lifestyle, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=00130000008RpxsAAC,
M&S Accessory Network,"LVCC, Central Hall - 21042","10 W 33rd St. Suite 300 New York, NY 10001, United States",https://www.mnsbrands.com/,Not Available,"M&S Accessory Network is a global consumer electronics company servicing major retailers for over 15 years. We specialize in designing and producing trend right electronics for adults, teens, & children. Our product lines include Audio, Mobile Phone Accessories, Charging Solutions, Auto Accessories, Kids Electronics & More!","Accessories, Audio, Gaming and Esports, Smart Home and Appliances, Vehicle Tech and Advanced Mobility",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001KYVQ3AAP,
Magenta Technology International Limited,"LVCC, South Hall 3 - 41059","R2804, Kaixuan Square ,Longcheng Avenue, Longgang District Shenzhen Guangdong, 518116, China",http://www.magentaglobe.com/,Not Available,"A unique U-shaped 360 nylon bristles electric toothbrush from Magenta is first-issued in the industry. Magenta is a professional oral healthy manufacturer for Water Flosser, 360 toothbrush, and Teeth Cleaner with the eye-catching innovative elements for our products. Focus on ODM and OEM at Magenta.","Beauty Tech, Digital Health, Lifestyle, Retail/E-Commerce, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00001zm9RVQAY,
"Mammotion Technology Co., Limited","Venetian Expo, Halls A-D - 51432","9th Floor, Building A3, Nanshan Zhiyuan, No. 1001 Xueyuan Avenue, Nanshan District Shenzhen, Guangdong, 518055, China",https://www.mammotion.com/,https://www.linkedin.com/company/mammotion-tech/?originalSubdomain=cn,Mammotion is committed to shaping a smarter and high-quality eco-friendly outdoor lifestyle by providing innovative outdoor robotics solutions. Our mission starts with the revolution of robot lawn mowers for professionals and consumers.,"Artificial Intelligence, Lifestyle, Robotics, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003guOjjQAE,
Mangoslab,"Venetian Expo, Halls A-D - 50017","815, Daewangpangyo-ro, Sujeong-gu Daewangpangyo-ro, Sujeong-gu Seongnam-si, - 13494, South Korea",https://www.mangoslab.com/,https://www.linkedin.com/in/clintyun/,Mangoslab is a tech-driven startup that spin-off from Samsung Electronics in 2016. We develop various consumer home electronics such as smart sticky note printers and hair devices based on our own sophisticated heat energy control. We have been recognized as a winner of the Best Innovation and Innovation Awards at CES.,"Artificial Intelligence, Home Entertainment and Office Hardware, Lifestyle, Smart Home and Appliances, Startups",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00002JHvV7QAL,
MantiSpectra,"Venetian Expo, Hall G - 62100","HTC 9 Eindhoven, 5656AE, Netherlands",https://mantispectra.com/,https://www.linkedin.com/company/mantispectra/,"MantiSpectra manufactures ChipSense™, a miniaturized, solid-state, near-infrared (NIR) multi-channel spectral sensing IC. ChipSense™ enables real-time, low-cost, contactless and non-destructive material properties analysis. MantiSpectra enables spectral sensing into consumer and industrial products.","AgTech, Beauty Tech, Food Tech, IoT/Sensors, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00001gaXFvQAM,
Mars International,"Venetian Expo, Halls A-D - 52665","60 KINGSBRIDGE ROAD PISCATAWAY, NJ 08854, United States",https://www.marsint.com/,https://www.linkedin.com/company/mars-international-inc-/about/,Printed circuit board assembly with domestic and off-shore manufacturing. Full product design capabilities with expertise in IoT integration. Capable of handling low to high volume manufacturing. Custom OEM products.,"Energy/Power, IoT/Sensors, Smart Cities, Smart Home and Appliances, Sourcing and Manufacturing",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001Q5h4iQAB,
"MaxLinear, Inc.","Venetian Tower, Hospitality - Venetian Palazzo Hospitality Suites","5966 La Place Court, Suite 100 Carlsbad, CA 92008, United States",https://www.maxlinear.com/,https://www.linkedin.com/company/maxlinear,"MaxLinear (NASDAQ: MXL) specializes in high-performance semiconductors that drive global connectivity, 5G wireless infrastructure, 10Gbit in-home connectivity, and technology that powers IoT. At CES, we’ll showcase MaxAI (use case aware AI / ML framework), Wi-Fi 7, and DOCSIS 4.0 broadband and connectivity solutions.","5G Technologies, Cloud Computing, Home Entertainment and Office Hardware, IoT/Sensors, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=00130000008RrfbAAC,
